"data_id","language","form","age","gender","mom_ed","comprehension","production"
33745,"Russian","WS",29,"Male",NA,215,215
33746,"Russian","WS",29,"Female",NA,524,524
33747,"Russian","WS",29,"Male",NA,446,446
33748,"Russian","WS",29,"Male",NA,588,588
33749,"Russian","WS",29,"Female",NA,549,549
33750,"Russian","WS",29,"Male",NA,262,262
33751,"Russian","WS",29,"Female",NA,622,622
33752,"Russian","WS",29,"Male",NA,274,274
33753,"Russian","WS",29,"Male",NA,657,657
33754,"Russian","WS",29,"Male",NA,375,375
33755,"Russian","WS",29,"Female",NA,371,371
33756,"Russian","WS",29,NA,NA,64,64
33757,"Russian","WS",29,"Male",NA,674,674
33758,"Russian","WS",29,"Male",NA,461,461
33759,"Russian","WS",29,"Female",NA,442,442
33760,"Russian","WS",29,"Male",NA,564,564
33761,"Russian","WS",29,"Female",NA,267,267
33762,"Russian","WS",29,"Female",NA,566,566
33763,"Russian","WS",29,"Female",NA,533,533
33764,"Russian","WS",29,"Female",NA,539,539
33765,"Russian","WS",29,"Female",NA,560,560
33766,"Russian","WS",29,"Male",NA,411,411
33767,"Russian","WS",29,"Male",NA,306,306
33768,"Russian","WS",29,"Female",NA,366,366
33769,"Russian","WS",29,"Male",NA,292,292
33770,"Russian","WS",29,"Male",NA,323,323
33771,"Russian","WS",29,"Male",NA,592,592
33772,"Russian","WS",29,"Female",NA,362,362
33773,"Russian","WS",29,"Male",NA,639,639
33774,"Russian","WS",29,"Male",NA,479,479
33775,"Russian","WS",29,"Male",NA,190,190
33776,"Russian","WS",29,"Female",NA,543,543
33777,"Russian","WS",29,"Male",NA,452,452
33778,"Russian","WS",29,"Female",NA,591,591
33779,"Russian","WS",29,"Female",NA,254,254
33780,"Russian","WS",29,"Male",NA,392,392
33781,"Russian","WS",29,"Male",NA,425,425
33782,"Russian","WS",29,"Female",NA,662,662
33783,"Russian","WS",29,"Female",NA,470,470
33784,"Russian","WS",29,"Female",NA,455,455
33785,"Russian","WS",29,"Male",NA,727,727
33786,"Russian","WS",30,"Female",NA,610,610
33787,"Russian","WS",30,"Male",NA,453,453
33788,"Russian","WS",30,"Female",NA,592,592
33789,"Russian","WS",30,"Female",NA,521,521
33790,"Russian","WS",30,"Male",NA,654,654
33791,"Russian","WS",30,"Female",NA,203,203
33792,"Russian","WS",30,"Female",NA,623,623
33793,"Russian","WS",30,"Male",NA,562,562
33794,"Russian","WS",30,"Female",NA,329,329
33795,"Russian","WS",30,"Female",NA,669,669
33796,"Russian","WS",30,"Female",NA,550,550
33797,"Russian","WS",30,"Female",NA,401,401
33798,"Russian","WS",30,"Female",NA,585,585
33799,"Russian","WS",30,"Female",NA,617,617
33800,"Russian","WS",30,"Male",NA,428,428
33801,"Russian","WS",30,"Male",NA,365,365
33802,"Russian","WS",30,"Female",NA,328,328
33803,"Russian","WS",30,"Female",NA,570,570
33804,"Russian","WS",30,"Male",NA,510,510
33805,"Russian","WS",30,"Female",NA,601,601
33806,"Russian","WS",30,"Female",NA,509,509
33807,"Russian","WS",30,"Female",NA,411,411
33808,"Russian","WS",30,"Male",NA,118,118
33809,"Russian","WS",30,"Female",NA,587,587
33810,"Russian","WS",30,"Male",NA,370,370
33811,"Russian","WS",30,"Female",NA,677,677
33812,"Russian","WS",30,"Female",NA,568,568
33813,"Russian","WS",30,"Male",NA,626,626
33814,"Russian","WS",30,"Male",NA,641,641
33815,"Russian","WS",30,"Female",NA,460,460
33816,"Russian","WS",30,"Male",NA,82,82
33817,"Russian","WS",30,"Male",NA,193,193
33818,"Russian","WS",30,"Male",NA,554,554
33819,"Russian","WS",30,"Male",NA,622,622
33820,"Russian","WS",30,"Male",NA,113,113
33821,"Russian","WS",30,"Male",NA,264,264
33822,"Russian","WS",30,"Male",NA,463,463
33823,"Russian","WS",30,"Male",NA,135,135
33824,"Russian","WS",30,"Female",NA,340,340
33825,"Russian","WS",30,"Male",NA,167,167
33826,"Russian","WS",30,"Female",NA,318,318
33827,"Russian","WS",30,"Male",NA,403,403
33828,"Russian","WS",30,"Female",NA,306,306
33829,"Russian","WS",30,"Female",NA,551,551
33830,"Russian","WS",30,"Female",NA,446,446
33831,"Russian","WS",30,"Female",NA,586,586
33832,"Russian","WS",30,"Male",NA,381,381
33833,"Russian","WS",30,"Female",NA,592,592
33834,"Russian","WS",30,"Male",NA,629,629
33835,"Russian","WS",30,"Female",NA,410,410
33836,"Russian","WS",30,"Male",NA,433,433
33837,"Russian","WS",30,"Female",NA,533,533
33838,"Russian","WS",30,"Male",NA,603,603
33839,"Russian","WS",30,"Female",NA,352,352
33840,"Russian","WS",30,"Female",NA,545,545
33841,"Russian","WS",30,"Female",NA,582,582
33842,"Russian","WS",30,"Female",NA,271,271
33843,"Russian","WS",30,"Male",NA,616,616
33844,"Russian","WS",30,"Female",NA,526,526
33845,"Russian","WS",30,"Male",NA,411,411
33846,"Russian","WS",30,"Female",NA,315,315
33847,"Russian","WS",30,"Male",NA,691,691
33848,"Russian","WS",30,"Female",NA,526,526
33849,"Russian","WS",30,"Female",NA,376,376
33850,"Russian","WS",30,"Female",NA,224,224
33851,"Russian","WS",30,"Female",NA,116,116
33852,"Russian","WS",30,"Male",NA,464,464
33853,"Russian","WS",30,"Female",NA,220,220
33854,"Russian","WS",30,"Male",NA,644,644
33855,"Russian","WS",30,"Male",NA,553,553
33856,"Russian","WS",30,"Male",NA,118,118
33857,"Russian","WS",30,"Female",NA,635,635
33858,"Russian","WS",30,"Male",NA,67,67
33859,"Russian","WS",30,"Female",NA,644,644
33860,"Russian","WS",30,"Male",NA,358,358
33861,"Russian","WS",30,"Male",NA,525,525
33862,"Russian","WS",30,"Male",NA,55,55
33863,"Russian","WS",31,"Female",NA,575,575
33864,"Russian","WS",31,"Female",NA,516,516
33865,"Russian","WS",31,"Male",NA,662,662
33866,"Russian","WS",31,"Male",NA,303,303
33867,"Russian","WS",31,"Male",NA,670,670
33868,"Russian","WS",31,"Male",NA,336,336
33869,"Russian","WS",31,"Male",NA,333,333
33870,"Russian","WS",31,"Male",NA,629,629
33871,"Russian","WS",31,"Male",NA,680,680
33872,"Russian","WS",31,"Female",NA,650,650
33873,"Russian","WS",31,"Female",NA,253,253
33874,"Russian","WS",31,"Female",NA,629,629
33875,"Russian","WS",31,"Female",NA,599,599
33876,"Russian","WS",31,"Male",NA,555,555
33877,"Russian","WS",31,"Male",NA,583,583
33878,"Russian","WS",31,"Male",NA,197,197
33879,"Russian","WS",31,"Female",NA,645,645
33880,"Russian","WS",31,"Male",NA,173,173
33881,"Russian","WS",31,"Female",NA,491,491
33882,"Russian","WS",31,"Female",NA,558,558
33883,"Russian","WS",31,"Male",NA,414,414
33884,"Russian","WS",31,"Female",NA,485,485
33885,"Russian","WS",31,"Female",NA,648,648
33886,"Russian","WS",31,"Male",NA,513,513
33887,"Russian","WS",31,"Male",NA,624,624
33888,"Russian","WS",31,"Male",NA,442,442
33889,"Russian","WS",31,"Female",NA,667,667
33890,"Russian","WS",31,"Female",NA,488,488
33891,"Russian","WS",31,"Female",NA,286,286
33892,"Russian","WS",31,"Female",NA,375,375
33893,"Russian","WS",31,"Female",NA,644,644
33894,"Russian","WS",31,"Male",NA,419,419
33895,"Russian","WS",31,"Female",NA,653,653
33896,"Russian","WS",31,"Female",NA,522,522
33897,"Russian","WS",31,"Male",NA,218,218
33898,"Russian","WS",31,"Female",NA,551,551
33899,"Russian","WS",31,"Female",NA,526,526
33900,"Russian","WS",31,"Male",NA,587,587
33901,"Russian","WS",31,"Male",NA,61,61
33902,"Russian","WS",31,"Male",NA,567,567
33903,"Russian","WS",31,"Female",NA,206,206
33904,"Russian","WS",31,"Male",NA,583,583
33905,"Russian","WS",31,"Female",NA,195,195
33906,"Russian","WS",31,"Female",NA,447,447
33907,"Russian","WS",31,"Female",NA,548,548
33908,"Russian","WS",31,"Male",NA,295,295
33909,"Russian","WS",31,"Female",NA,480,480
33910,"Russian","WS",31,"Female",NA,648,648
33911,"Russian","WS",31,"Male",NA,672,672
33912,"Russian","WS",31,"Male",NA,572,572
33913,"Russian","WS",31,"Female",NA,294,294
33914,"Russian","WS",31,"Male",NA,440,440
33915,"Russian","WS",31,"Male",NA,422,422
33916,"Russian","WS",31,"Male",NA,639,639
33917,"Russian","WS",31,"Male",NA,549,549
33918,"Russian","WS",31,"Female",NA,605,605
33919,"Russian","WS",31,"Female",NA,548,548
33920,"Russian","WS",31,"Female",NA,409,409
33921,"Russian","WS",31,"Female",NA,638,638
33922,"Russian","WS",31,"Female",NA,678,678
33923,"Russian","WS",31,"Male",NA,318,318
33924,"Russian","WS",32,"Female",NA,443,443
33925,"Russian","WS",32,"Male",NA,598,598
33926,"Russian","WS",32,"Male",NA,610,610
33927,"Russian","WS",32,"Male",NA,159,159
33928,"Russian","WS",32,"Female",NA,370,370
33929,"Russian","WS",32,"Female",NA,283,283
33930,"Russian","WS",32,"Female",NA,641,641
33931,"Russian","WS",32,"Female",NA,251,251
33932,"Russian","WS",32,"Male",NA,662,662
33933,"Russian","WS",32,"Male",NA,399,399
33934,"Russian","WS",32,"Female",NA,201,201
33935,"Russian","WS",32,"Male",NA,534,534
33936,"Russian","WS",32,"Female",NA,631,631
33937,"Russian","WS",32,"Female",NA,653,653
33938,"Russian","WS",32,"Female",NA,635,635
33939,"Russian","WS",32,"Male",NA,245,245
33940,"Russian","WS",32,"Male",NA,644,644
33941,"Russian","WS",32,"Female",NA,381,381
33942,"Russian","WS",32,"Male",NA,406,406
33943,"Russian","WS",32,"Male",NA,262,262
33944,"Russian","WS",32,"Female",NA,657,657
33945,"Russian","WS",32,"Female",NA,496,496
33946,"Russian","WS",32,"Male",NA,624,624
33947,"Russian","WS",32,"Male",NA,688,688
33948,"Russian","WS",32,"Female",NA,605,605
33949,"Russian","WS",32,"Female",NA,683,683
33950,"Russian","WS",32,"Male",NA,521,521
33951,"Russian","WS",32,"Male",NA,656,656
33952,"Russian","WS",32,"Female",NA,543,543
33953,"Russian","WS",32,"Female",NA,556,556
33954,"Russian","WS",32,"Male",NA,620,620
33955,"Russian","WS",32,"Female",NA,442,442
33956,"Russian","WS",32,"Female",NA,504,504
33957,"Russian","WS",32,"Male",NA,671,671
33958,"Russian","WS",32,"Female",NA,683,683
33959,"Russian","WS",32,"Male",NA,513,513
33960,"Russian","WS",32,"Male",NA,604,604
33961,"Russian","WS",32,"Male",NA,526,526
33962,"Russian","WS",32,"Male",NA,523,523
33963,"Russian","WS",32,"Male",NA,443,443
33964,"Russian","WS",32,"Female",NA,211,211
33965,"Russian","WS",32,"Female",NA,601,601
33966,"Russian","WS",32,"Female",NA,579,579
33967,"Russian","WS",32,"Male",NA,169,169
33968,"Russian","WS",32,"Female",NA,131,131
33969,"Russian","WS",32,"Male",NA,674,674
33970,"Russian","WS",32,"Male",NA,152,152
33971,"Russian","WS",32,"Female",NA,579,579
33972,"Russian","WS",32,"Female",NA,565,565
33973,"Russian","WS",32,"Female",NA,673,673
33974,"Russian","WS",32,"Female",NA,478,478
33975,"Russian","WS",32,"Female",NA,566,566
33976,"Russian","WS",32,"Female",NA,550,550
33977,"Russian","WS",32,"Male",NA,524,524
33978,"Russian","WS",32,"Male",NA,697,697
33979,"Russian","WS",33,"Female",NA,663,663
33980,"Russian","WS",33,"Male",NA,664,664
33981,"Russian","WS",33,"Female",NA,624,624
33982,"Russian","WS",33,"Male",NA,304,304
33983,"Russian","WS",33,"Female",NA,608,608
33984,"Russian","WS",33,"Male",NA,142,142
33985,"Russian","WS",33,"Male",NA,70,70
33986,"Russian","WS",33,"Male",NA,545,545
33987,"Russian","WS",33,"Male",NA,404,404
33988,"Russian","WS",33,"Male",NA,173,173
33989,"Russian","WS",33,"Female",NA,659,659
33990,"Russian","WS",33,"Male",NA,682,682
33991,"Russian","WS",33,"Male",NA,304,304
33992,"Russian","WS",33,"Male",NA,664,664
33993,"Russian","WS",33,"Male",NA,466,466
33994,"Russian","WS",33,"Female",NA,654,654
33995,"Russian","WS",33,"Male",NA,551,551
33996,"Russian","WS",33,"Female",NA,584,584
33997,"Russian","WS",33,"Female",NA,662,662
33998,"Russian","WS",33,"Male",NA,682,682
33999,"Russian","WS",33,"Female",NA,422,422
34000,"Russian","WS",33,"Male",NA,639,639
34001,"Russian","WS",33,"Male",NA,673,673
34002,"Russian","WS",33,"Female",NA,576,576
34003,"Russian","WS",33,"Female",NA,551,551
34004,"Russian","WS",33,"Female",NA,652,652
34005,"Russian","WS",33,"Male",NA,172,172
34006,"Russian","WS",33,"Male",NA,363,363
34007,"Russian","WS",33,"Female",NA,366,366
34008,"Russian","WS",33,"Female",NA,613,613
34009,"Russian","WS",33,"Female",NA,475,475
34010,"Russian","WS",33,"Female",NA,637,637
34011,"Russian","WS",33,"Female",NA,598,598
34012,"Russian","WS",33,"Male",NA,653,653
34013,"Russian","WS",33,"Male",NA,684,684
34014,"Russian","WS",33,"Female",NA,681,681
34015,"Russian","WS",33,"Male",NA,617,617
34016,"Russian","WS",33,"Female",NA,369,369
34017,"Russian","WS",33,"Female",NA,451,451
34018,"Russian","WS",33,"Female",NA,622,622
34019,"Russian","WS",33,"Male",NA,665,665
34020,"Russian","WS",33,"Female",NA,371,371
34021,"Russian","WS",33,"Female",NA,517,517
34022,"Russian","WS",33,"Male",NA,452,452
34023,"Russian","WS",33,"Male",NA,667,667
34024,"Russian","WS",33,"Male",NA,681,681
34025,"Russian","WS",33,"Male",NA,627,627
34026,"Russian","WS",33,"Female",NA,517,517
34027,"Russian","WS",33,"Female",NA,245,245
34028,"Russian","WS",33,"Male",NA,521,521
34029,"Russian","WS",33,"Female",NA,670,670
34030,"Russian","WS",33,"Male",NA,650,650
34031,"Russian","WS",33,"Male",NA,290,290
34032,"Russian","WS",33,"Female",NA,446,446
34033,"Russian","WS",33,"Female",NA,373,373
34034,"Russian","WS",34,"Female",NA,661,661
34035,"Russian","WS",34,"Male",NA,410,410
34036,"Russian","WS",34,"Male",NA,514,514
34037,"Russian","WS",34,"Male",NA,76,76
34038,"Russian","WS",34,"Male",NA,547,547
34039,"Russian","WS",34,"Male",NA,538,538
34040,"Russian","WS",34,"Male",NA,613,613
34041,"Russian","WS",34,"Male",NA,456,456
34042,"Russian","WS",34,"Male",NA,493,493
34043,"Russian","WS",34,"Female",NA,419,419
34044,"Russian","WS",34,"Male",NA,599,599
34045,"Russian","WS",34,"Male",NA,495,495
34046,"Russian","WS",34,"Female",NA,404,404
34047,"Russian","WS",34,"Male",NA,620,620
34048,"Russian","WS",34,"Male",NA,542,542
34049,"Russian","WS",34,"Female",NA,576,576
34050,"Russian","WS",34,"Female",NA,621,621
34051,"Russian","WS",34,"Female",NA,592,592
34052,"Russian","WS",34,"Female",NA,661,661
34053,"Russian","WS",34,"Male",NA,670,670
34054,"Russian","WS",34,"Female",NA,666,666
34055,"Russian","WS",34,"Male",NA,609,609
34056,"Russian","WS",34,"Female",NA,681,681
34057,"Russian","WS",34,"Female",NA,680,680
34058,"Russian","WS",34,"Male",NA,472,472
34059,"Russian","WS",34,"Male",NA,395,395
34060,"Russian","WS",34,"Male",NA,575,575
34061,"Russian","WS",34,"Female",NA,626,626
34062,"Russian","WS",34,"Male",NA,473,473
34063,"Russian","WS",34,"Male",NA,574,574
34064,"Russian","WS",34,"Male",NA,279,279
34065,"Russian","WS",34,"Female",NA,435,435
34066,"Russian","WS",34,"Female",NA,512,512
34067,"Russian","WS",34,"Female",NA,512,512
34068,"Russian","WS",34,"Female",NA,683,683
34069,"Russian","WS",34,"Female",NA,513,513
34070,"Russian","WS",34,"Female",NA,669,669
34071,"Russian","WS",34,"Female",NA,620,620
34072,"Russian","WS",34,"Female",NA,484,484
34073,"Russian","WS",34,"Female",NA,644,644
34074,"Russian","WS",34,"Female",NA,575,575
34075,"Russian","WS",34,"Male",NA,663,663
34076,"Russian","WS",34,"Female",NA,628,628
34077,"Russian","WS",34,"Male",NA,395,395
34078,"Russian","WS",34,"Female",NA,121,121
34079,"Russian","WS",34,"Male",NA,625,625
34080,"Russian","WS",34,"Male",NA,157,157
34081,"Russian","WS",34,"Male",NA,458,458
34082,"Russian","WS",34,"Male",NA,205,205
34083,"Russian","WS",34,"Female",NA,566,566
34084,"Russian","WS",34,"Female",NA,508,508
34085,"Russian","WS",34,"Female",NA,686,686
34086,"Russian","WS",34,"Female",NA,621,621
34087,"Russian","WS",34,"Female",NA,586,586
34088,"Russian","WS",34,"Male",NA,516,516
34089,"Russian","WS",34,"Female",NA,540,540
34090,"Russian","WS",34,"Female",NA,489,489
34091,"Russian","WS",34,"Female",NA,595,595
34092,"Russian","WS",35,"Male",NA,470,470
34093,"Russian","WS",35,"Male",NA,479,479
34094,"Russian","WS",35,"Female",NA,537,537
34095,"Russian","WS",35,"Female",NA,562,562
34096,"Russian","WS",35,"Female",NA,617,617
34097,"Russian","WS",35,"Male",NA,679,679
34098,"Russian","WS",35,"Male",NA,630,630
34099,"Russian","WS",35,"Male",NA,557,557
34100,"Russian","WS",35,"Female",NA,657,657
34101,"Russian","WS",35,"Female",NA,689,689
34102,"Russian","WS",35,"Male",NA,512,512
34103,"Russian","WS",35,"Female",NA,225,225
34104,"Russian","WS",35,"Female",NA,680,680
34105,"Russian","WS",35,"Female",NA,474,474
34106,"Russian","WS",35,"Female",NA,681,681
34107,"Russian","WS",35,"Female",NA,90,90
34108,"Russian","WS",35,"Male",NA,405,405
34109,"Russian","WS",35,"Female",NA,179,179
34110,"Russian","WS",35,"Male",NA,463,463
34111,"Russian","WS",35,"Female",NA,606,606
34112,"Russian","WS",35,"Male",NA,609,609
34113,"Russian","WS",35,"Male",NA,648,648
34114,"Russian","WS",35,"Male",NA,233,233
34115,"Russian","WS",35,"Male",NA,365,365
34116,"Russian","WS",35,"Male",NA,568,568
34117,"Russian","WS",35,"Female",NA,608,608
34118,"Russian","WS",35,"Male",NA,418,418
34119,"Russian","WS",35,"Male",NA,663,663
34120,"Russian","WS",35,"Male",NA,616,616
34121,"Russian","WS",35,"Female",NA,673,673
34122,"Russian","WS",35,"Female",NA,566,566
34123,"Russian","WS",35,"Male",NA,633,633
34124,"Russian","WS",35,"Male",NA,336,336
34125,"Russian","WS",35,"Male",NA,506,506
34126,"Russian","WS",35,"Female",NA,652,652
34127,"Russian","WS",35,"Male",NA,621,621
34128,"Russian","WS",35,"Female",NA,629,629
34129,"Russian","WS",35,"Female",NA,589,589
34130,"Russian","WS",35,"Female",NA,546,546
34131,"Russian","WS",35,"Female",NA,691,691
34132,"Russian","WS",35,"Male",NA,657,657
34133,"Russian","WS",35,"Male",NA,637,637
34134,"Russian","WS",35,"Male",NA,417,417
34135,"Russian","WS",35,"Female",NA,620,620
34136,"Russian","WS",35,"Male",NA,566,566
34137,"Russian","WS",35,"Female",NA,342,342
34138,"Russian","WS",35,"Male",NA,382,382
34139,"Russian","WS",36,"Female",NA,674,674
34140,"Russian","WS",36,"Male",NA,668,668
34141,"Russian","WS",36,"Male",NA,640,640
34142,"Russian","WS",36,"Male",NA,574,574
34143,"Russian","WS",36,"Female",NA,661,661
34144,"Russian","WS",36,"Female",NA,587,587
34145,"Russian","WS",36,"Male",NA,522,522
34146,"Russian","WS",36,"Male",NA,651,651
34147,"Russian","WS",36,"Female",NA,686,686
34148,"Russian","WS",36,"Male",NA,476,476
34149,"Russian","WS",36,"Male",NA,414,414
34150,"Russian","WS",36,"Male",NA,655,655
34151,"Russian","WS",36,"Male",NA,540,540
34152,"Russian","WS",36,"Female",NA,456,456
34153,"Russian","WS",36,"Female",NA,359,359
34154,"Russian","WS",36,"Male",NA,389,389
34155,"Russian","WS",36,"Female",NA,618,618
34156,"Russian","WS",36,"Male",NA,590,590
34157,"Russian","WS",36,"Female",NA,454,454
34158,"Russian","WS",36,"Female",NA,688,688
34159,"Russian","WS",36,"Female",NA,304,304
34160,"Russian","WS",36,"Female",NA,679,679
34161,"Russian","WS",36,"Male",NA,519,519
34162,"Russian","WS",36,"Male",NA,664,664
34163,"Russian","WS",36,"Female",NA,368,368
34164,"Russian","WS",36,"Female",NA,614,614
34165,"Russian","WS",36,"Female",NA,665,665
34166,"Russian","WS",36,"Male",NA,335,335
34167,"Russian","WS",36,"Female",NA,498,498
34168,"Russian","WS",36,"Male",NA,274,274
34169,"Russian","WS",36,"Female",NA,622,622
34170,"Russian","WS",36,"Female",NA,664,664
34171,"Russian","WS",36,"Male",NA,677,677
34172,"Russian","WS",36,"Female",NA,656,656
34173,"Russian","WS",36,"Male",NA,634,634
34174,"Russian","WS",36,"Female",NA,514,514
34175,"Russian","WS",36,"Male",NA,681,681
34176,"Russian","WS",36,"Female",NA,439,439
34177,"Russian","WS",36,"Male",NA,683,683
34178,"Russian","WS",36,"Male",NA,582,582
34179,"Russian","WS",36,"Female",NA,263,263
34180,"Russian","WS",36,"Female",NA,681,681
34181,"Russian","WS",36,"Female",NA,497,497
34182,"Russian","WS",36,"Female",NA,433,433
34183,"Russian","WS",36,"Female",NA,675,675
34184,"Russian","WS",36,"Female",NA,638,638
34185,"Russian","WS",36,"Female",NA,670,670
34186,"Russian","WS",36,"Male",NA,564,564
34187,"Russian","WS",36,"Male",NA,690,690
